OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
11,"ADVANCED FERTILITY CARE, PLLC",,SCOTTSDALE,ARIZONA,430,1,"Frederick W. Larsen, MD",100%,0%,1%,55%,23%,15%,14%,40%,5%,16%,50%,24%,7%,14%,37%,82,53,25,14,3,3.7,15.1,24.0,6 / 14,0 / 3,73,41,15,7,3,1.4,1.5,2.1,2.3,2.7,54.4,34.4,0 / 13,0 / 6,0 / 3,48.8,41.5,24.0,3 / 14,1 / 3,34.1,37.7,20.0,2 / 14,1 / 3,31.7,28.3,16.0,2 / 14,1 / 3,2.4,9.4,4.0,0 / 14,0 / 3,30.5,22.6,16.0,1 / 14,1 / 3,41.6,43.5,22.6,4 / 16,1 / 8,54.8,53.7,6 / 15,3 / 7,1 / 3,38.4,48.8,5 / 15,2 / 7,1 / 3,35.6,36.6,4 / 15,2 / 7,1 / 3,2.7,12.2,1 / 15,0 / 7,0 / 3,34.2,29.3,4 / 15,1 / 7,1 / 3,57,35,15,4,0,54,30,14,3,0,1.2,0.9,0.5,0.4,0.0,1.3,1.2,1.2,1.3,,73.1,57.1,13 / 16,2 / 4,,74.1,66.7,13 / 14,2 / 3,,63.0,56.7,11 / 14,2 / 3,,51.9,56.7,10 / 14,2 / 3,,11.1,0.0,1 / 14,0 / 3,,42.6,46.7,9 / 14,2 / 3,,27,27,25,7,2,2,3,2,1,0,13,14,17,9,9,11,16,9,1.4,1.5,1.3,1.1,6 / 13,7 / 17,52.4,4 / 10,5 / 9,5 / 11,9 / 16,4 / 9,5 / 9,4 / 11,8 / 16,4 / 9,4 / 9,2 / 11,7 / 16,4 / 9,1 / 9,2 / 11,1 / 16,0 / 9,3 / 9,2 / 11,5 / 16,3 / 9,,"Advanced Fertility Care, PLLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
12,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,,SCOTTSDALE,ARIZONA,257,0,"Ketan S. Patel, MD",100%,0%,0%,70%,21%,7%,7%,24%,4%,2%,33%,22%,27%,7%,15%,27,10,10,4,3,25.9,1 / 10,0 / 10,1 / 4,1 / 3,13,6,4,2,1,1.6,1.5,2.0,1.0,2.0,3 / 11,2 / 5,0 / 4,,0 / 1,25.9,1 / 10,2 / 10,0 / 4,0 / 3,22.2,1 / 10,2 / 10,0 / 4,0 / 3,18.5,1 / 10,2 / 10,0 / 4,0 / 3,3.7,0 / 10,0 / 10,0 / 4,0 / 3,18.5,1 / 10,2 / 10,0 / 4,0 / 3,38.1,1 / 9,3 / 8,0 / 2,0 / 2,7 / 13,1 / 6,2 / 4,0 / 2,0 / 1,6 / 13,1 / 6,2 / 4,0 / 2,0 / 1,5 / 13,1 / 6,2 / 4,0 / 2,0 / 1,1 / 13,0 / 6,0 / 4,0 / 2,0 / 1,5 / 13,1 / 6,2 / 4,0 / 2,0 / 1,70,34,25,5,2,68,27,24,5,2,1.9,1.6,1.5,2.5,0.7,1.3,1.1,1.3,1.2,1.0,61.8,64.5,41.9,3 / 6,1 / 2,69.1,59.3,50.0,3 / 5,1 / 2,58.8,44.4,33.3,3 / 5,1 / 2,47.1,33.3,29.2,3 / 5,1 / 2,11.8,11.1,4.2,0 / 5,0 / 2,39.7,33.3,29.2,3 / 5,1 / 2,28,14,15,2,3,0,0,0,0,0,1,0,4,0,1,0,4,0,1.0,,1.3,,1 / 1,,2 / 5,,1 / 1,,2 / 4,,1 / 1,,1 / 4,,1 / 1,,1 / 4,,0 / 1,,0 / 4,,1 / 1,,1 / 4,,,Arizona Associates for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
13,ARIZONA CENTER FOR FERTILITY STUDIES,(ACFS),SCOTTSDALE,ARIZONA,113,0,"Jay S. Nemiro, MD",100%,,7%,89%,92%,8%,0%,47%,10%,11%,26%,90%,5%,65%,26%,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,8,8,3,13,13,8,6,3,0.9,1.4,0.7,0.9,0.3,1.8,1.8,2.1,1.8,1.7,41.7,41.7,13 / 17,6 / 11,5 / 5,7 / 13,8 / 13,8 / 8,4 / 6,3 / 3,7 / 13,7 / 13,6 / 8,3 / 6,2 / 3,4 / 13,6 / 13,2 / 8,1 / 6,1 / 3,3 / 13,1 / 13,4 / 8,2 / 6,1 / 3,3 / 13,4 / 13,2 / 8,1 / 6,1 / 3,14,9,12,7,9,2,0,0,1,0,0,0,13,4,0,0,13,4,,,1.8,2.0,,,66.7,3 / 8,,,12 / 13,3 / 4,,,10 / 13,3 / 4,,,8 / 13,3 / 4,,,2 / 13,0 / 4,,,5 / 13,3 / 4,,"Arizona Center for Fertility Studies, (ACFS)",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,AZ
14,BLOOM REPRODUCTIVE INSTITUTE,,SCOTTSDALE,ARIZONA,485,0,"Millie A. Behera, MD",100%,3%,<1%,56%,45%,6%,29%,40%,10%,11%,19%,12%,11%,17%,12%,20,20,22,8,19,0.0,15.0,18.2,5 / 8,5 / 19,15,11,9,1,6,1.5,1.5,1.4,1.0,2.3,5 / 12,2 / 8,1 / 4,,0 / 5,30.0,35.0,22.7,0 / 8,2 / 19,30.0,35.0,18.2,0 / 8,1 / 19,25.0,30.0,13.6,0 / 8,0 / 19,5.0,5.0,4.5,0 / 8,1 / 19,20.0,25.0,9.1,0 / 8,0 / 19,31.8,8 / 17,6 / 13,0 / 1,3 / 14,6 / 15,7 / 11,5 / 9,0 / 1,2 / 6,6 / 15,7 / 11,4 / 9,0 / 1,1 / 6,5 / 15,6 / 11,3 / 9,0 / 1,0 / 6,1 / 15,1 / 11,1 / 9,0 / 1,1 / 6,4 / 15,5 / 11,2 / 9,0 / 1,0 / 6,84,41,24,9,1,83,41,22,9,1,0.8,0.7,0.6,0.4,0.3,1.7,1.8,1.5,1.9,1.0,51.4,62.1,40.7,4 / 16,0 / 1,65.1,75.6,59.1,5 / 9,0 / 1,54.2,65.9,36.4,4 / 9,0 / 1,34.9,36.6,31.8,4 / 9,0 / 1,18.1,29.3,4.5,0 / 9,0 / 1,28.9,26.8,22.7,1 / 9,0 / 1,97,52,36,23,4,14,22,17,14,2,3,7,15,0,3,7,15,0,1.3,1.6,1.7,,3 / 4,8 / 11,22.7,,2 / 3,5 / 7,7 / 15,,2 / 3,5 / 7,5 / 15,,2 / 3,2 / 7,5 / 15,,0 / 3,3 / 7,0 / 15,,1 / 3,2 / 7,1 / 15,,,Bloom Reproductive Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
15,"BOSTON IVF, THE ARIZONA CENTER",,SCOTTSDALE,ARIZONA,215,2,"Alan Penzias, MD",100%,4%,0%,56%,45%,19%,28%,64%,9%,7%,22%,7%,2%,30%,21%,17,8,9,2,9,0 / 17,3 / 8,2 / 9,2 / 2,4 / 9,9,1,3,0,2,1.1,2.0,2.7,,2.5,5 / 6,0 / 1,0 / 3,,0 / 1,2 / 17,1 / 8,2 / 9,0 / 2,0 / 9,2 / 17,1 / 8,2 / 9,0 / 2,0 / 9,1 / 17,0 / 8,2 / 9,0 / 2,0 / 9,1 / 17,1 / 8,0 / 9,0 / 2,0 / 9,1 / 17,0 / 8,2 / 9,0 / 2,0 / 9,3 / 10,2 / 2,2 / 8,,0 / 5,2 / 9,1 / 1,2 / 3,,0 / 2,2 / 9,1 / 1,2 / 3,,0 / 2,1 / 9,0 / 1,2 / 3,,0 / 2,1 / 9,1 / 1,0 / 3,,0 / 2,1 / 9,0 / 1,2 / 3,,0 / 2,49,26,6,4,0,47,23,5,4,0,1.0,0.9,0.3,0.8,0.0,1.1,1.1,1.6,1.0,,54.9,53.8,5 / 8,1 / 3,,61.7,56.5,3 / 5,2 / 4,,48.9,52.2,2 / 5,1 / 4,,44.7,52.2,2 / 5,1 / 4,,4.3,0.0,0 / 5,0 / 4,,40.4,47.8,2 / 5,1 / 4,,36,21,16,4,3,2,1,0,0,0,0,0,3,0,0,0,3,0,,,1.7,,,,5 / 5,,,,3 / 3,,,,2 / 3,,,,0 / 3,,,,2 / 3,,,,0 / 3,,,"Boston IVF, The Arizona Center",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,AZ
16,IVF PHOENIX,,SCOTTSDALE,ARIZONA,178,1,"John L. Couvaras, MD",100%,0%,2%,69%,23%,7%,4%,21%,2%,2%,33%,14%,33%,5%,8%,35,20,17,8,3,8.6,15.0,3 / 17,0 / 8,0 / 3,9,7,3,0,1,1.7,1.9,2.3,,1.0,1 / 7,0 / 6,0 / 3,,,5.7,5.0,1 / 17,0 / 8,0 / 3,2.9,5.0,1 / 17,0 / 8,0 / 3,0.0,5.0,1 / 17,0 / 8,0 / 3,2.9,0.0,0 / 17,0 / 8,0 / 3,0.0,5.0,1 / 17,0 / 8,0 / 3,3 / 15,1 / 13,1 / 7,,0 / 1,2 / 9,1 / 7,1 / 3,,0 / 1,1 / 9,1 / 7,1 / 3,,0 / 1,0 / 9,1 / 7,1 / 3,,0 / 1,1 / 9,0 / 7,0 / 3,,0 / 1,0 / 9,1 / 7,1 / 3,,0 / 1,21,12,6,3,0,20,12,6,3,0,0.7,0.8,0.5,0.6,0.0,1.5,1.6,1.5,1.3,,16.7,6 / 19,4 / 9,1 / 4,,25.0,3 / 12,3 / 6,1 / 3,,25.0,3 / 12,1 / 6,1 / 3,,25.0,0 / 12,0 / 6,1 / 3,,0.0,3 / 12,1 / 6,0 / 3,,25.0,0 / 12,0 / 6,0 / 3,,19,8,11,4,4,2,2,1,0,0,1,0,5,0,0,0,5,0,,,1.6,,,,3 / 8,,,,2 / 5,,,,2 / 5,,,,1 / 5,,,,1 / 5,,,,0 / 5,,,IVF Phoenix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
17,"FERTILITY TREATMENT CENTER, PC",,TEMPE,ARIZONA,538,0,"H. Randall Craig, MD",100%,10%,1%,60%,11%,5%,12%,48%,2%,5%,17%,6%,19%,7%,5%,17,13,19,16,18,6 / 17,6 / 13,11 / 19,8 / 16,8 / 18,3,1,2,0,1,1.7,2.0,2.5,,2.0,0 / 2,0 / 1,0 / 2,,0 / 1,1 / 17,1 / 13,1 / 19,0 / 16,0 / 18,0 / 17,1 / 13,1 / 19,0 / 16,0 / 18,0 / 17,0 / 13,0 / 19,0 / 16,0 / 18,0 / 17,1 / 13,0 / 19,0 / 16,0 / 18,0 / 17,0 / 13,0 / 19,0 / 16,0 / 18,0 / 3,2 / 2,3 / 5,,0 / 2,1 / 3,1 / 1,1 / 2,,0 / 1,0 / 3,1 / 1,1 / 2,,0 / 1,0 / 3,0 / 1,0 / 2,,0 / 1,0 / 3,1 / 1,0 / 2,,0 / 1,0 / 3,0 / 1,0 / 2,,0 / 1,90,56,42,17,9,88,50,41,17,9,1.1,1.0,0.9,1.1,0.8,2.0,2.2,2.0,2.2,2.4,45.3,38.2,31.7,21.1,1 / 18,65.9,66.0,58.5,7 / 17,2 / 9,59.1,48.0,34.1,5 / 17,1 / 9,37.5,32.0,26.8,5 / 17,1 / 9,21.6,16.0,7.3,0 / 17,0 / 9,31.8,28.0,24.4,4 / 17,1 / 9,68,46,44,13,11,1,4,1,0,0,0,0,21,38,0,0,19,37,,,1.9,2.1,,,47.1,44.3,,,12 / 19,64.9,,,11 / 19,51.4,,,8 / 19,35.1,,,3 / 19,13.5,,,7 / 19,27.0,,"Fertility Treatment Center, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
18,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,TUCSON,ARIZONA,258,2,"Timothy J. Gelety, MD",100%,<1%,0%,36%,5%,19%,19%,20%,17%,7%,31%,12%,3%,12%,14%,61,27,24,9,8,1.6,3.7,8.3,0 / 9,1 / 8,56,24,20,7,7,1.9,2.4,2.6,2.7,1.9,2.0,0.0,0 / 18,0 / 6,0 / 4,55.7,33.3,12.5,1 / 9,2 / 8,47.5,22.2,8.3,1 / 9,1 / 8,34.4,14.8,4.2,1 / 9,1 / 8,11.5,7.4,4.2,0 / 9,0 / 8,32.8,14.8,4.2,1 / 9,1 / 8,42.6,21.8,7.7,2 / 19,2 / 13,60.7,37.5,15.0,1 / 7,2 / 7,51.8,25.0,10.0,1 / 7,1 / 7,37.5,16.7,5.0,1 / 7,1 / 7,12.5,8.3,5.0,0 / 7,0 / 7,35.7,16.7,5.0,1 / 7,1 / 7,56,28,10,1,3,56,25,10,1,3,2.4,1.9,1.7,,1.5,2.1,2.4,2.5,2.0,2.3,21.2,23.3,20.0,0 / 2,2 / 7,39.3,44.0,5 / 10,0 / 1,2 / 3,33.9,32.0,5 / 10,0 / 1,0 / 3,30.4,24.0,5 / 10,0 / 1,0 / 3,3.6,4.0,0 / 10,0 / 1,0 / 3,26.8,20.0,5 / 10,0 / 1,0 / 3,7,3,3,0,2,2,1,3,0,1,7,0,7,0,5,0,7,0,2.0,,2.3,,6 / 10,,3 / 16,,4 / 5,,2 / 7,,4 / 5,,1 / 7,,2 / 5,,0 / 7,,2 / 5,,1 / 7,,1 / 5,,0 / 7,,,Arizona Center for Reproductive Endocrinology and Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
19,REPRODUCTIVE HEALTH CENTER,,TUCSON,ARIZONA,229,1,"Scot M. Hutchison, MD",100%,0%,<1%,93%,57%,12%,16%,8%,7%,3%,38%,4%,32%,4%,14%,49,21,15,9,4,0.0,0.0,0 / 15,0 / 9,0 / 4,3,5,0,0,0,1.0,1.8,,,,2 / 2,1 / 4,,,,2.0,19.0,0 / 15,0 / 9,0 / 4,2.0,14.3,0 / 15,0 / 9,0 / 4,2.0,9.5,0 / 15,0 / 9,0 / 4,0.0,4.8,0 / 15,0 / 9,0 / 4,2.0,4.8,0 / 15,0 / 9,0 / 4,1 / 3,5 / 9,,,,1 / 3,4 / 5,,,,1 / 3,3 / 5,,,,1 / 3,2 / 5,,,,0 / 3,1 / 5,,,,1 / 3,1 / 5,,,,60,17,14,3,1,58,17,14,3,1,2.0,1.4,2.0,1.5,,1.1,1.2,1.1,2.0,1.0,47.6,3 / 18,4 / 13,1 / 6,1 / 1,50.0,5 / 17,5 / 14,1 / 3,1 / 1,37.9,1 / 17,3 / 14,1 / 3,1 / 1,37.9,1 / 17,2 / 14,1 / 3,1 / 1,0.0,0 / 17,1 / 14,0 / 3,0 / 1,34.5,1 / 17,2 / 14,1 / 3,1 / 1,1,1,0,0,0,1,1,0,0,0,4,9,12,8,1,7,12,8,2.0,1.1,1.1,1.3,,2 / 8,6 / 13,4 / 9,1 / 1,2 / 7,6 / 12,5 / 8,0 / 1,1 / 7,6 / 12,4 / 8,0 / 1,1 / 7,6 / 12,4 / 8,0 / 1,0 / 7,0 / 12,0 / 8,0 / 1,1 / 7,6 / 12,1 / 8,,Reproductive Health Center,Yes,No,Yes,Yes,Yes,Yes,No,Yes,0,AZ
20,VIVERE ARIZONA REPRODUCTIVE INSTITUTE,,TUCSON,ARIZONA,321,0,"Christine W. Mansfield, MD",100%,0%,0%,89%,13%,5%,15%,35%,8%,<1%,28%,24%,10%,10%,12%,68,42,14,5,11,1.5,4.8,2 / 14,0 / 5,1 / 11,35,28,4,2,2,1.9,2.0,2.8,3.5,1.5,9.1,4.2,0 / 4,0 / 2,0 / 1,23.5,23.8,1 / 14,1 / 5,0 / 11,17.6,16.7,0 / 14,0 / 5,0 / 11,16.2,16.7,0 / 14,0 / 5,0 / 11,1.5,0.0,0 / 14,0 / 5,0 / 11,13.2,9.5,0 / 14,0 / 5,0 / 11,30.8,14.8,0 / 9,0 / 5,0 / 3,45.7,35.7,1 / 4,1 / 2,0 / 2,34.3,25.0,0 / 4,0 / 2,0 / 2,31.4,25.0,0 / 4,0 / 2,0 / 2,2.9,0.0,0 / 4,0 / 2,0 / 2,25.7,14.3,0 / 4,0 / 2,0 / 2,67,26,15,5,2,67,26,15,5,2,1.2,1.1,0.8,0.5,0.2,1.8,1.7,2.1,1.2,2.0,45.1,30.8,23.3,1 / 6,1 / 4,65.7,50.0,5 / 15,1 / 5,1 / 2,53.7,38.5,3 / 15,1 / 5,1 / 2,40.3,34.6,1 / 15,1 / 5,1 / 2,13.4,3.8,2 / 15,0 / 5,0 / 2,31.3,15.4,1 / 15,1 / 5,1 / 2,21,11,10,7,10,6,3,3,1,1,3,2,2,0,3,2,2,0,2.0,1.0,1.5,,3 / 6,2 / 2,0 / 3,,2 / 3,2 / 2,0 / 2,,2 / 3,0 / 2,0 / 2,,1 / 3,0 / 2,0 / 2,,1 / 3,0 / 2,0 / 2,,1 / 3,0 / 2,0 / 2,,This clinic has reorganized since 2016. Contact the NASS Help Desk for further information.,Arizona Reproductive Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
21,ARKANSAS FERTILITY CENTER,,LITTLE ROCK,ARKANSAS,293,0,"Dean M. Moutos, MD",100%,0%,<1%,51%,1%,23%,17%,21%,13%,4%,34%,4%,12%,13%,15%,103,45,16,4,1,6.8,11.1,3 / 16,1 / 4,0 / 1,79,36,11,3,1,1.7,1.9,2.0,1.3,2.0,29.2,10.3,0 / 8,0 / 1,0 / 1,45.6,31.1,7 / 16,1 / 4,0 / 1,37.9,24.4,5 / 16,0 / 4,0 / 1,28.2,17.8,4 / 16,0 / 4,0 / 1,9.7,4.4,1 / 16,0 / 4,0 / 1,26.2,11.1,3 / 16,0 / 4,0 / 1,43.0,25.0,33.3,0 / 2,0 / 2,59.5,38.9,7 / 11,1 / 3,0 / 1,49.4,30.6,5 / 11,0 / 3,0 / 1,36.7,22.2,4 / 11,0 / 3,0 / 1,12.7,5.6,1 / 11,0 / 3,0 / 1,34.2,13.9,3 / 11,0 / 3,0 / 1,56,25,12,3,0,54,22,8,3,0,1.7,2.2,2.7,1.5,,1.4,1.6,1.4,1.3,,18.2,29.0,1 / 11,2 / 4,,20.4,45.5,1 / 8,2 / 3,,20.4,27.3,1 / 8,2 / 3,,16.7,18.2,1 / 8,2 / 3,,3.7,9.1,0 / 8,0 / 3,,14.8,18.2,1 / 8,2 / 3,,7,1,3,2,0,2,0,0,0,0,9,1,3,2,7,1,3,2,1.3,1.0,1.3,2.0,7 / 9,1 / 1,1 / 4,0 / 4,6 / 7,1 / 1,1 / 3,0 / 2,5 / 7,1 / 1,1 / 3,0 / 2,4 / 7,1 / 1,1 / 3,0 / 2,1 / 7,0 / 1,0 / 3,0 / 2,3 / 7,1 / 1,1 / 3,0 / 2,,Arkansas Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AR
22,LIFESTART FERTILITY CENTER,,AGOURA HILLS,CALIFORNIA,21,0,"Anita P. Singh, MD",100%,0%,8%,15%,15%,15%,15%,39%,8%,23%,54%,8%,0%,31%,15%,1,0,2,0,2,0 / 1,,1 / 2,,0 / 2,1,0,1,0,2,2.0,,2.0,,2.0,0 / 1,,0 / 1,,0 / 1,1 / 1,,1 / 2,,0 / 2,1 / 1,,1 / 2,,0 / 2,1 / 1,,1 / 2,,0 / 2,0 / 1,,0 / 2,,0 / 2,0 / 1,,1 / 2,,0 / 2,1 / 2,,1 / 2,,0 / 4,1 / 1,,1 / 1,,0 / 2,1 / 1,,1 / 1,,0 / 2,1 / 1,,1 / 1,,0 / 2,0 / 1,,0 / 1,,0 / 2,0 / 1,,1 / 1,,0 / 2,3,2,0,0,0,3,2,0,0,0,1.5,2.0,0.0,0.0,0.0,1.0,1.0,,,,2 / 3,2 / 2,,,,2 / 3,2 / 2,,,,2 / 3,2 / 2,,,,2 / 3,2 / 2,,,,0 / 3,0 / 2,,,,2 / 3,1 / 2,,,,2,1,2,1,2,0,1,2,0,0,1,0,1,1,1,0,1,1,2.0,,1.0,2.0,,,0 / 1,0 / 2,1 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,0 / 1,,0 / 1,0 / 1,,LifeStart Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
23,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,63,0,"Ryszard J. Chetkowski, MD",100%,0%,18%,56%,38%,7%,2%,24%,11%,13%,11%,51%,2%,11%,7%,2,0,5,2,0,1 / 2,,2 / 5,1 / 2,,0,0,3,0,0,,,1.3,,,,,0 / 1,,,0 / 2,,0 / 5,0 / 2,,0 / 2,,0 / 5,0 / 2,,0 / 2,,0 / 5,0 / 2,,0 / 2,,0 / 5,0 / 2,,0 / 2,,0 / 5,0 / 2,,,,0 / 4,,,,,0 / 3,,,,,0 / 3,,,,,0 / 3,,,,,0 / 3,,,,,0 / 3,,,9,6,1,0,2,9,6,1,0,2,1.1,1.5,0.3,0.0,1.0,1.4,1.3,1.0,,1.5,5 / 13,3 / 7,1 / 1,,2 / 3,5 / 9,3 / 6,1 / 1,,2 / 2,5 / 9,3 / 6,1 / 1,,2 / 2,5 / 9,3 / 6,1 / 1,,2 / 2,0 / 9,0 / 6,0 / 1,,0 / 2,5 / 9,3 / 6,1 / 1,,2 / 2,6,4,4,2,2,1,2,1,0,0,1,0,17,0,1,0,15,0,2.0,,1.4,,0 / 2,,12 / 19,,0 / 1,,10 / 15,,0 / 1,,7 / 15,,0 / 1,,6 / 15,,0 / 1,,1 / 15,,0 / 1,,6 / 15,,,Alta Bates In Vitro Fertilization Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
