OrderID,CurrClinNameAll,ClinCityCode,state_code,MedicalDirector,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,state_code,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,ClinStateCode,state_code
200,University of Louisville Physicians OB/GYN & Women's Health Fertility Center,LOUISVILLE,KY,"Kelly Pagidas, MD",7 / 13,7 / 19,2 / 3,,,4 / 13,2 / 19,1 / 3,,,10 / 14,1 / 7,1 / 5,1 / 1,0 / 1,6 / 14,0 / 7,1 / 5,0 / 1,0 / 1,KY,13,19,3,0,0,,14,7,5,1,1,Yes,No,Yes,Yes,Yes,Yes,Yes,KENTUCKY,KY
201,"Fertility Answers, LLC-Baton Rouge",BATON ROUGE,LA,"John M. Storment, MD",8 / 19,1 / 9,0 / 2,0 / 1,,5 / 19,0 / 9,0 / 2,0 / 1,,44.8,4 / 13,3 / 5,1 / 2,,34.5,4 / 13,2 / 5,1 / 2,,LA,19,9,2,1,0,,29,13,5,2,0,Yes,No,Yes,Yes,Yes,Yes,Yes,LOUISIANA,LA
202,"Fertility Answers, LLC-Lafayette",LAFAYETTE,LA,"John M. Storment, MD",42.2,4 / 8,,0 / 1,,15.6,2 / 8,,0 / 1,,45.6,50,1 / 3,,,35.1,45,1 / 3,,,LA,45,8,0,1,0,,57,20,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,LOUISIANA,LA
203,Fertility Institute of New Orleans,MANDEVILLE,LA,"Richard P. Dickey, MD, PhD",35.9,5 / 16,6 / 15,0 / 1,0 / 2,20.5,2 / 16,2 / 15,0 / 1,0 / 2,47,39.2,33.3,3 / 15,1 / 10,28.2,26.5,17.6,1 / 15,0 / 10,LA,39,16,15,1,2,,202,102,51,15,10,No,Yes,Yes,Yes,Yes,Yes,Yes,LOUISIANA,LA
204,Audubon Fertility,NEW ORLEANS,LA,"Lindsay Wells, MD",2 / 2,1 / 1,,1 / 2,,1 / 2,1 / 1,,0 / 2,,63.4,14 / 17,7 / 17,1 / 5,1 / 2,40.6,10 / 17,7 / 17,1 / 5,0 / 2,LA,2,1,0,2,0,,101,17,17,5,2,No,Yes,Yes,Yes,Yes,Yes,Yes,LOUISIANA,LA
205,Center for Fertility and Wellness,NEW ORLEANS,LA,"Paul R. Clisham, MD",,,,,,,,,,,4 / 5,,1 / 3,,,1 / 5,,0 / 3,,,LA,0,0,0,0,0,,5,0,3,0,0,,,,,,,,LOUISIANA,LA
206,Arklatex Fertility and Reproductive Medicine,SHREVEPORT,LA,"David T. Vandermolen, MD",37.5,6 / 17,4 / 13,1 / 4,,15,2 / 17,1 / 13,1 / 4,,52.9,6 / 15,3 / 3,,,38.2,2 / 15,3 / 3,,,LA,40,17,13,4,0,,34,15,3,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,LOUISIANA,LA
207,"Boston IVF, The Maine Center",SOUTH PORTLAND,ME,"Michael M. Alper, MD",50,36.1,20.6,1 / 19,0 / 10,45.1,16.7,11.8,0 / 19,0 / 10,45.9,40.5,42.3,2 / 13,0 / 2,29.7,37.8,38.5,0 / 13,0 / 2,ME,82,36,34,19,10,,74,37,26,13,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MAINE,ME
208,"The A.R.T. Institute of Washington, Inc., Walter Reed National Military Medical Center",BETHESDA,MD,"John Csokmay, MD",40.2,26.8,33.9,5 / 18,1 / 2,29.1,14.6,25.4,4 / 18,1 / 2,51.6,46.6,38.9,7 / 18,1 / 3,40.3,31,25,7 / 18,1 / 3,MD,127,41,59,18,2,,124,58,36,18,3,No,No,Yes,Yes,Yes,No,Yes,MARYLAND,MD
209,"Endrika Hinton, MD",LUTHERVILLE,MD,"Endrika L. Hinton, MD",1 / 3,1 / 1,,,,1 / 3,1 / 1,,,,0 / 4,2 / 2,2 / 3,1 / 1,,0 / 4,2 / 2,2 / 3,1 / 1,,MD,3,1,0,0,0,,4,2,3,1,0,No,No,Yes,Yes,Yes,No,Yes,MARYLAND,MD
210,Johns Hopkins Fertility Center,LUTHERVILLE,MD,"Jairo E. Garcia, MD",32,15.6,16.7,2 / 16,0 / 6,18,6.3,16.7,1 / 16,0 / 6,31.5,38.7,39.3,3 / 9,0 / 12,23.3,29,21.4,2 / 9,0 / 12,MD,50,32,36,16,6,,73,62,28,9,12,Yes,No,Yes,Yes,Yes,Yes,Yes,MARYLAND,MD
211,Montgomery Fertility Center,ROCKVILLE,MD,"Oluyemisi Adesanya-Famuyiwa, MD",2 / 12,1 / 12,1 / 5,0 / 4,0 / 2,2 / 12,1 / 12,0 / 5,0 / 4,0 / 2,3 / 9,0 / 3,1 / 3,,0 / 2,2 / 9,0 / 3,1 / 3,,0 / 2,MD,12,12,5,4,2,,9,3,3,0,2,Yes,No,Yes,Yes,Yes,Yes,No,MARYLAND,MD
212,Shady Grove Fertility-Rockville,ROCKVILLE,MD,"Michael J. Levy, MD",42.9,36,24.7,18.4,7.5,34.2,27.5,18.5,13.6,3.4,48.6,48.6,44.7,38.4,27.6,38.2,39.8,37.8,32.3,25.5,MD,"1,040",564,465,228,147,,988,714,584,232,98,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MARYLAND,MD
213,Fertility Center of Maryland,TOWSON,MD,"Santiago L. Padilla, MD",32.4,40,27.9,3 / 14,0 / 8,25.4,28.6,14,0 / 14,0 / 8,32.7,25.7,4 / 15,,0 / 2,20.4,22.9,4 / 15,,0 / 2,MD,71,35,43,14,8,,49,35,15,0,2,Yes,No,Yes,Yes,Yes,Yes,Yes,MARYLAND,MD
214,Shady Grove Fertility-Towson,TOWSON,MD,"Eugene Katz, MD",44.7,37.1,24.8,15.2,1 / 16,35.8,28.8,17.7,3,1 / 16,47.1,37,34.1,15.6,3 / 7,37.5,30.8,28.6,9.4,2 / 7,MD,394,170,141,33,16,,323,146,91,32,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MARYLAND,MD
215,Brigham and Women's Hospital Center for Assisted Reproductive Technology,BOSTON,MA,"Elizabeth S. Ginsburg, MD",34,33.3,26.3,15.6,17.7,26.1,23.3,18,10,14.5,47.3,41.2,37.4,32.9,10,38.2,30.3,28.8,27.4,7.5,MA,268,189,194,90,62,,330,238,163,73,40,Yes,No,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
216,Massachusetts General Hospital Fertility Center,BOSTON,MA,"John C. Petrozza, MD",51.4,38.3,35.9,17.1,0 / 14,38.2,30,28.2,9.8,0 / 14,44,44.2,33.3,0 / 13,0 / 10,32,33.7,23.8,0 / 13,0 / 10,MA,220,120,103,41,14,,125,95,63,13,10,Yes,No,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
217,"Fertility Solutions, PC",DEDHAM,MA,"Ania Kowalik, MD",42.3,33.3,21.6,11.8,1 / 10,33.7,26.1,15.7,2.9,1 / 10,36.2,28.4,29.8,4 / 13,0 / 3,29.8,22.4,25.5,4 / 13,0 / 3,MA,104,69,51,34,10,,94,67,47,13,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
218,IVF New England,LEXINGTON,MA,"Samuel C. Pang, MD",40.3,33.9,28,9.5,0,30.7,25.9,19.2,8.1,0,53.3,57.3,40,44.2,4 / 17,41.8,45.8,31.8,32.7,4 / 17,MA,479,251,193,74,28,,490,295,170,52,17,,,,,,,,MASSACHUSETTS,MA
219,"Fertility Centers of New England, Inc., New England Clinics of Reproductive Medicine, Inc.",READING,MA,"Danielle Vitiello, MD, PhD",40.2,32.9,39,32.3,2 / 12,29.5,22.8,29.9,25.8,0 / 12,49.4,42.5,38.4,6 / 18,3 / 11,37.6,32.5,27.4,6 / 18,3 / 11,MA,224,79,77,31,12,,255,120,73,18,11,Yes,No,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
220,Baystate Reproductive Medicine,SPRINGFIELD,MA,"Kelly Lynch, MD",56,51.1,24.2,7 / 17,1 / 7,38.1,31.9,12.1,4 / 17,1 / 7,46.1,43.8,36.8,2 / 10,2 / 8,39.3,29.7,31.6,1 / 10,2 / 8,MA,84,47,33,17,7,,89,64,38,10,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
221,"Cardone Reproductive Medicine and Infertility, LLC",STONEHAM,MA,"Vito R. Cardone, MD",27.6,41.7,19.2,3 / 14,0 / 5,27.6,29.2,7.7,3 / 14,0 / 5,42.3,50,6 / 12,3 / 12,1 / 6,26.9,40,4 / 12,3 / 12,1 / 6,MA,29,24,26,14,5,,26,20,12,12,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
222,Boston IVF,WALTHAM,MA,"Michael M. Alper, MD",41.5,23.4,20.2,12.4,0,32.3,18.2,11.5,8.6,0,45,44.3,48.3,37.3,25.7,34.3,36.6,37.4,32.5,25.7,MA,359,192,208,105,49,,464,314,211,83,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MASSACHUSETTS,MA
223,University of Michigan Center for Reproductive Medicine,ANN ARBOR,MI,"Michael S. Lanham, MD",42,46.2,2 / 8,0 / 8,0 / 1,36,38.5,2 / 8,0 / 8,0 / 1,33.3,31.5,40,3 / 5,2 / 3,29.4,27.8,35,2 / 5,2 / 3,MI,100,26,8,8,1,,102,54,20,5,3,Yes,No,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
224,"Advanced Reproductive Medicine and Surgery, PC",BLOOMFIELD HILLS,MI,"Carole L. Kowalczyk, MD",50,3 / 9,3 / 10,0 / 2,0 / 7,40.9,0 / 9,3 / 10,0 / 2,0 / 7,27.6,4 / 7,0 / 6,2 / 4,0 / 2,24.1,4 / 7,0 / 6,1 / 4,0 / 2,MI,22,9,10,2,7,,29,7,6,4,2,Yes,Yes,Yes,Yes,Yes,No,Yes,MICHIGAN,MI
225,IVF Michigan Fertility Centers,BLOOMFIELD HILLS,MI,"Ahmad O. Hammoud, MD",49.4,41.9,36.4,5 / 14,36.4,23.3,27.9,20.5,4 / 14,9.1,52.4,43.7,46.5,2 / 9,5 / 10,30.2,25.4,27.9,1 / 9,3 / 10,MI,257,86,44,14,22,,189,71,43,9,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
226,Michigan Reproductive Medicine,BLOOMFIELD HILLS,MI,"Michael S. Mersol-Barg, MD",42.3,3 / 7,2 / 8,1 / 6,0 / 12,26.9,2 / 7,1 / 8,1 / 6,0 / 12,39.1,4 / 13,4 / 9,1 / 4,,34.8,3 / 13,4 / 9,1 / 4,,MI,26,7,8,6,12,,23,13,9,4,0,Yes,No,Yes,Yes,Yes,Yes,No,MICHIGAN,MI
227,Gago IVF,BRIGHTON,MI,"Laura A. Gago, MD",4 / 8,,,,,1 / 8,,,,,60,47.6,3 / 12,3 / 4,0 / 1,40,42.9,1 / 12,3 / 4,0 / 1,MI,8,0,0,0,0,,40,21,12,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
228,Michigan Comprehensive Fertility Center,DEARBORN,MI,"David M. Magyar, DO",26.9,1 / 11,0 / 9,0 / 4,,19.2,1 / 11,0 / 9,0 / 4,,3 / 6,1 / 2,0 / 1,,,1 / 6,1 / 2,0 / 1,,,MI,26,11,9,4,0,,6,2,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
229,"Michigan Reproductive & IVF Center, PC",GRAND RAPIDS,MI,"William G. Dodds, MD",54.9,48.4,28.6,2 / 15,0 / 3,26.2,34.4,17.1,2 / 15,0 / 3,40.2,40,27.5,4 / 14,0 / 3,26.6,27.4,20,1 / 14,0 / 3,MI,195,64,35,15,3,,244,95,40,14,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
230,"IVF Michigan Rochester Hills & Flint, PC",ROCHESTER HILLS,MI,"Mostafa I. Abuzeid, MD",53.3,47.7,41.9,1 / 11,1 / 12,27.6,20.5,20.9,0 / 11,1 / 12,57.5,7 / 15,2 / 8,0 / 2,0 / 4,30,5 / 15,1 / 8,0 / 2,0 / 4,MI,105,44,43,11,12,,40,15,8,2,4,No,No,Yes,No,No,No,Yes,MICHIGAN,MI
231,"Wayne State University Physician Group, University Women's Care",SOUTHFIELD,MI,"Awoniyi O. Awonuga, MD",8 / 15,3 / 8,1 / 3,,0 / 1,5 / 15,1 / 8,1 / 3,,0 / 1,2 / 11,8 / 17,1 / 11,1 / 4,0 / 2,2 / 11,6 / 17,0 / 11,0 / 4,0 / 2,MI,15,8,3,0,1,,11,17,11,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
232,Henry Ford Reproductive Medicine,TROY,MI,"Nicole Budrys, MD",8 / 15,3 / 4,1 / 5,,0 / 1,5 / 15,2 / 4,1 / 5,,0 / 1,47.8,5 / 9,1 / 4,1 / 2,0 / 1,30.4,2 / 9,1 / 4,1 / 2,0 / 1,MI,15,4,5,0,1,,23,9,4,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
233,"Brenda L. Moskovitz, MD, PC",TROY,MI,"Brenda L. Moskovitz, MD",,0 / 1,1 / 5,1 / 1,0 / 1,,0 / 1,0 / 5,1 / 1,0 / 1,0 / 4,1 / 3,,,,0 / 4,0 / 3,,,,MI,0,1,5,1,1,,4,3,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,MICHIGAN,MI
234,Reproductive Medicine Associates of Michigan,TROY,MI,"Brad T. Miller, MD",48.3,40.5,23.3,2 / 6,0,30.3,29.7,10,2 / 6,0,51.2,50,30.8,5 / 11,0 / 3,34.1,41.3,23.1,4 / 11,0 / 3,MI,89,37,30,6,20,,82,46,39,11,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
235,"Michigan Center for Fertility and Women's Health, PLC",WARREN,MI,"Carole L. Kowalczyk, MD",52.5,4 / 9,2 / 3,0 / 2,,35,3 / 9,1 / 3,0 / 2,,56.1,57.1,50,4 / 7,1 / 6,36.6,38.1,35,4 / 7,0 / 6,MI,40,9,3,2,0,,41,21,20,7,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MICHIGAN,MI
236,CCRM Minneapolis,EDINA,MN,"April E. Batcheller, MD",12 / 18,1 / 3,1 / 3,,,5 / 18,0 / 3,1 / 3,,,62.5,77.8,46.2,1 / 5,1 / 1,44.6,63,30.8,0 / 5,1 / 1,MN,18,3,3,0,0,,56,27,26,5,1,Yes,No,Yes,Yes,Yes,Yes,Yes,MINNESOTA,MN
237,"The Midwest Center for Reproductive Health, PA",MAPLE GROVE,MN,"Randle S. Corfman, MD, PhD",49.4,43.3,6 / 16,1 / 3,0 / 1,30.1,13.3,4 / 16,1 / 3,0 / 1,41.2,3 / 11,2 / 10,,0 / 2,32.4,3 / 11,2 / 10,,0 / 2,MN,83,30,16,3,1,,34,11,10,0,2,Yes,Yes,Yes,No,Yes,No,Yes,MINNESOTA,MN
238,"Center for Reproductive Medicine, Advanced Reproductive Technologies",MINNEAPOLIS,MN,"Colleen L. Casey, MD",55.3,37.3,23.7,17.4,0 / 8,38.9,25.5,13.6,13,0 / 8,67.5,55.2,50.5,39.4,4 / 12,49.1,42.2,36.6,27.3,2 / 12,MN,293,102,59,23,8,,234,116,93,33,12,Yes,No,Yes,Yes,Yes,Yes,Yes,MINNESOTA,MN
239,Mayo Clinic Assisted Reproductive Technologies,ROCHESTER,MN,"Charles C. Coddington, MD",48.5,27.6,28.6,1 / 3,0 / 3,34.8,27.6,23.8,1 / 3,0 / 3,52.9,25,40.9,2 / 7,2 / 4,42.6,25,31.8,1 / 7,2 / 4,MN,66,29,21,3,3,,136,32,22,7,4,Yes,No,Yes,Yes,Yes,Yes,Yes,MINNESOTA,MN
240,Reproductive Medicine & Infertility Associates,WOODBURY,MN,"Jacques P. Stassart, MD",46.2,40.7,32.7,15,0 / 5,32.1,22,14.3,10,0 / 5,34.4,35.6,5 / 13,1 / 11,1 / 3,27,19.2,4 / 13,1 / 11,1 / 3,MN,234,91,49,20,5,,122,73,13,11,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MINNESOTA,MN
241,"Mississippi Reproductive Medicine, PLLC",FLOWOOD,MS,"Randall S. Hines, MD",1 / 1,0 / 2,,,,1 / 1,0 / 2,,,,56.3,7 / 19,2 / 6,2 / 4,0 / 1,43.8,5 / 19,2 / 6,0 / 4,0 / 1,MS,1,2,0,0,0,,48,19,6,4,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MISSISSIPPI,MS
242,University of Mississippi Medical Center,FLOWOOD,MS,"John D. Isaacs, MD",30.2,7 / 17,1 / 11,,,16.3,5 / 17,1 / 11,,,47.4,1 / 13,1 / 4,,1 / 2,28.9,1 / 13,1 / 4,,0 / 2,MS,43,17,11,0,0,,38,13,4,0,2,Yes,Yes,Yes,No,Yes,Yes,Yes,MISSISSIPPI,MS
243,Infertility Center of St. Louis,CHESTERFIELD,MO,"Sherman J. Silber, MD",47.5,4 / 15,1 / 8,0 / 5,0 / 5,23,4 / 15,1 / 8,0 / 5,0 / 5,42.1,40.8,29.8,4 / 14,11.6,27.1,24.5,21.1,2 / 14,9.3,MO,61,15,8,5,5,,140,49,57,14,43,Yes,Yes,Yes,Yes,Yes,Yes,No,MISSOURI,MO
244,Missouri Center for Reproductive Medicine,CHESTERFIELD,MO,"Peter Ahlering, MD",75,2 / 9,1 / 6,0 / 5,0 / 2,30,2 / 9,0 / 6,0 / 5,0 / 2,59.9,45.6,55.2,3 / 8,1 / 4,29.9,26.3,34.5,0 / 8,1 / 4,MO,20,9,6,5,2,,137,57,29,8,4,Yes,Yes,Yes,Yes,Yes,Yes,No,MISSOURI,MO
245,"Mid-Missouri Reproductive Medicine and Surgery, Inc.",COLUMBIA,MO,"Gilbert B. Wilshire, MD",44.4,4 / 14,3 / 8,2 / 4,,30.6,1 / 14,1 / 8,2 / 4,,41.7,5 / 8,3 / 7,0 / 1,,33.3,3 / 8,3 / 7,0 / 1,,MO,36,14,8,4,0,,36,8,7,1,0,No,No,Yes,Yes,Yes,Yes,Yes,MISSOURI,MO
246,"Missouri Center for Reproductive Medicine and Fertility, University of Missouri",COLUMBIA,MO,"Danny J. Schust, MD",1 / 5,0 / 4,0 / 3,0 / 1,,1 / 5,0 / 4,0 / 3,0 / 1,,,,,,,,,,,,MO,5,4,3,1,0,,0,0,0,0,0,No,No,Yes,Yes,Yes,No,Yes,MISSOURI,MO
247,Midwest Women's Healthcare Specialists,KANSAS CITY,MO,"Gregory C. Starks, MD",69.2,6 / 13,1 / 1,1 / 1,,46.2,5 / 13,1 / 1,1 / 1,,7 / 11,3 / 8,1 / 2,,,5 / 11,1 / 8,1 / 2,,,MO,26,13,1,1,0,,11,8,2,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,MISSOURI,MO
248,Fertility Partnership,SAINT PETERS,MO,"David E. Simckes, MD",46.4,5 / 12,1 / 3,0 / 3,,32.1,0 / 12,0 / 3,0 / 3,,42.3,10 / 14,4 / 8,3 / 5,4 / 6,23.1,5 / 14,1 / 8,1 / 5,4 / 6,MO,28,12,3,3,0,,26,14,8,5,6,Yes,Yes,Yes,Yes,Yes,Yes,No,MISSOURI,MO
249,Center for Reproductive Medicine & Robotic Surgery,ST. LOUIS,MO,"Saji Jacob, MD",9 / 13,2 / 5,1 / 2,,0 / 2,3 / 13,0 / 5,0 / 2,,0 / 2,1 / 4,0 / 3,,0 / 1,0 / 1,1 / 4,0 / 3,,0 / 1,0 / 1,MO,13,5,2,0,2,,4,3,0,1,1,Yes,No,Yes,Yes,Yes,No,No,MISSOURI,MO
250,"Fertility and Reproductive Medicine Center, at Washington University School of Medicine and Barnes-Jewish Hospital",ST. LOUIS,MO,"Randall R. Odem, MD",50.5,36.3,40.4,26.1,2 / 10,30.6,22.5,19.1,17.4,1 / 10,48.7,42.9,34.2,1 / 11,3 / 9,28.3,32.1,23.7,1 / 11,1 / 9,MO,206,102,47,23,10,,113,56,38,11,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MISSOURI,MO
251,"Sher Institute for Reproductive Medicine-St. Louis, IntegraMed 
Missouri, LLC",ST. LOUIS,MO,"Molina B. Dayal, MD",45.2,50,0 / 8,1 / 1,0 / 4,24,42.3,0 / 8,1 / 1,0 / 4,49.5,48,38.7,3 / 6,0 / 3,31.7,36,35.5,3 / 6,0 / 3,MO,104,26,8,1,4,,101,50,31,6,3,No,No,Yes,Yes,Yes,Yes,Yes,MISSOURI,MO
252,"Billings Clinic, Reproductive Medicine and Fertility Care",BILLINGS,MT,"Colleen Milroy, MD",53.8,5 / 11,3 / 10,0 / 1,,41,4 / 11,2 / 10,0 / 1,,52.1,12 / 19,4 / 8,,0 / 1,31.3,6 / 19,3 / 8,,0 / 1,MT,39,11,10,1,0,,48,19,8,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MONTANA,MT
253,Reproductive Health Specialists,ELKHORN,NE,"Carolyn M. Doherty, MD",47.5,4 / 17,5 / 10,1 / 7,1 / 1,31.1,4 / 17,3 / 10,0 / 7,0 / 1,50.8,41.5,45,3 / 3,2 / 4,31.5,20.8,25,3 / 3,2 / 4,NE,61,17,10,7,1,,181,53,20,3,4,Yes,No,Yes,Yes,Yes,Yes,Yes,NEBRASKA,NE
254,"Heartland Center for Reproductive Medicine, PC",OMAHA,NE,"Victoria M. Maclin, MD",55.9,12 / 19,1 / 5,1 / 5,,41.9,8 / 19,1 / 5,0 / 5,,48.5,6 / 14,4 / 11,0 / 2,,35.3,5 / 14,2 / 11,0 / 2,,NE,93,19,5,5,0,,68,14,11,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEBRASKA,NE
255,Green Valley Fertility Partners,HENDERSON,NV,"Jeffrey D. Fisch, MD",47.8,5 / 12,30,3 / 6,0 / 3,25.4,3 / 12,25,2 / 6,0 / 3,18.2,3 / 7,4 / 15,1 / 3,0 / 3,9.1,1 / 7,2 / 15,0 / 3,0 / 3,NV,67,12,20,6,3,,44,7,15,3,3,Yes,No,Yes,Yes,Yes,Yes,No,NEVADA,NV
256,Fertility Center of Las Vegas,LAS VEGAS,NV,"Bruce Shapiro, MD, PhD",2 / 2,,,0 / 1,,0 / 2,,,0 / 1,,65.2,59.2,61.4,8 / 15,5 / 6,46.3,42.1,43.2,7 / 15,5 / 6,NV,2,0,0,1,0,,164,76,44,15,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEVADA,NV
257,Red Rock Fertility Center,LAS VEGAS,NV,"Eva D. Littman, MD",5 / 11,0 / 2,2 / 5,1 / 3,,0 / 11,0 / 2,2 / 5,1 / 3,,66.7,29.7,10 / 17,2 / 6,2 / 4,48.1,18.9,4 / 17,2 / 6,1 / 4,NV,11,2,5,3,0,,54,37,17,6,4,Yes,No,Yes,Yes,Yes,Yes,Yes,NEVADA,NV
258,Sher Institute for Reproductive Medicine-Las Vegas,LAS VEGAS,NV,"Mark F. Severino, MD",34.8,36,1 / 8,0 / 2,,21.7,16,1 / 8,0 / 2,,34.1,39.1,16.7,2 / 11,4 / 10,25,21.7,16.7,1 / 11,3 / 10,NV,69,25,8,2,0,,44,23,24,11,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEVADA,NV
259,The Nevada Center for Reproductive Medicine,RENO,NV,"Scott J. Whitten, MD",11 / 19,4 / 7,0 / 4,0 / 2,0 / 1,9 / 19,3 / 7,0 / 4,0 / 2,0 / 1,56.3,72,51.4,3 / 11,0 / 3,42.5,56,40.5,2 / 11,0 / 3,NV,19,7,4,2,1,,80,25,37,11,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEVADA,NV
260,Sher Institute for Reproductive Medicine-New Jersey,ASBURY,NJ,"Albert J. Peters, DO",46.2,0 / 7,1 / 9,0 / 1,1 / 5,34.6,0 / 7,1 / 9,0 / 1,0 / 5,5 / 16,4 / 17,2 / 7,3 / 6,0 / 2,3 / 16,3 / 17,1 / 7,2 / 6,0 / 2,NJ,26,7,9,1,5,,16,17,7,6,2,No,No,Yes,Yes,Yes,Yes,No,NEW JERSEY,NJ
261,Reproductive Medicine Associates of New Jersey,BASKING RIDGE,NJ,"Michael R. Drews, MD",68.8,60.7,43.5,6 / 12,2 / 7,49.6,48.2,26.1,4 / 12,2 / 7,61.3,59,55.9,44.6,41.9,49.4,46.6,45.4,36.7,36.6,NJ,141,56,23,12,7,,"1,278",731,535,177,93,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
262,Clifton Low Cost IVF,CLIFTON,NJ,"Charles Haddad, MD",11 / 13,2 / 5,1 / 6,0 / 2,0 / 1,0 / 13,0 / 5,1 / 6,0 / 2,0 / 1,1 / 1,0 / 2,1 / 1,,,0 / 1,0 / 2,0 / 1,,,NJ,13,5,6,2,1,,1,2,1,0,0,Yes,Yes,Yes,Yes,Yes,No,No,NEW JERSEY,NJ
263,NJ Best OB/GYN,CLIFTON,NJ,"Fares Diarbakerli, MD",2 / 2,1 / 3,0 / 1,0 / 1,,0 / 2,1 / 3,0 / 1,0 / 1,,1 / 2,1 / 2,1 / 1,,,0 / 2,0 / 2,0 / 1,,,NJ,2,3,1,1,0,,2,2,1,0,0,Yes,No,Yes,Yes,Yes,Yes,No,NEW JERSEY,NJ
264,Reproductive Science Center of New Jersey,EATONTOWN,NJ,"William Ziegler, DO",39.7,46.4,19,1 / 7,0 / 5,30.9,28.6,14.3,1 / 7,0 / 5,55,8 / 18,2 / 14,3 / 6,0 / 2,45,7 / 18,2 / 14,3 / 6,0 / 2,NJ,68,28,21,7,5,,40,18,14,6,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
265,Center for Advanced Reproductive Medicine & Fertility,EDISON,NJ,"Gregory H. Corsan, MD",36.6,33.3,4 / 9,2 / 6,0 / 2,22,19,2 / 9,2 / 6,0 / 2,42,46.9,6 / 17,4 / 13,0 / 4,29.5,32.7,5 / 17,2 / 13,0 / 4,NJ,41,21,9,6,2,,88,49,17,13,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NEW JERSEY,NJ
266,Women's Fertility Center,ENGLEWOOD,NJ,"Philip R. Lesorgen, MD",2 / 12,7 / 9,2 / 8,0 / 4,0 / 2,1 / 12,6 / 9,2 / 8,0 / 4,0 / 2,0 / 4,2 / 4,1 / 2,1 / 1,,0 / 4,2 / 4,1 / 2,1 / 1,,NJ,12,9,8,4,2,,4,4,2,1,0,No,No,Yes,Yes,Yes,No,No,NEW JERSEY,NJ
